date,team,W/L,eFG%,TOV%,ORB%,FT/FGA,IsRegular,Season
2007-11-07,MEM,1,.43,14.4,39.6,.269,1,2007
2007-11-07,TOR,0,.416,7.4,21.4,.247,1,2007
2007-11-07,ORL,1,.579,16.6,19.4,.224,1,2007
2007-11-07,UTA,1,.466,16.4,22,.459,1,2007
2007-11-07,CLE,0,.482,16.3,30.6,.224,1,2007
2007-11-08,CHI,1,.465,13.4,34.1,.212,1,2007
2007-11-08,DET,0,.486,16.6,17.9,.319,1,2007
2007-11-08,GSW,0,.556,6.4,17,.18,1,2007
2007-11-08,DAL,1,.56,11.8,25,.31,1,2007
2007-11-08,NJN,1,.417,15.7,21.6,.375,1,2007
2007-11-08,WAS,0,.432,15.1,20.5,.301,1,2007
2007-11-09,BOS,1,.647,18.6,27.6,.265,1,2007
2007-11-09,ATL,0,.464,19,20.5,.257,1,2007
2007-11-09,CHA,1,.486,15,32.6,.38,1,2007
2007-11-09,IND,0,.463,14.5,20.8,.163,1,2007
2007-11-09,DET,1,.523,11.2,33.3,.138,1,2007
2007-11-09,LAC,0,.372,13.1,14.9,.324,1,2007
2007-11-09,HOU,1,.482,11.3,31.1,.289,1,2007
2007-11-09,MIL,0,.405,10.4,23.4,.238,1,2007
2007-11-09,LAL,1,.507,16.1,38.1,.395,1,2007
2007-11-09,MIN,0,.432,12.9,34,.116,1,2007
2007-11-09,MIA,0,.511,14.5,28.9,.125,1,2007
2007-11-09,PHO,1,.522,12,23.9,.146,1,2007
2007-11-09,NOH,0,.457,9.2,20.5,.136,1,2007
2007-11-09,SAS,1,.545,10.5,20,.169,1,2007
2007-11-09,NYK,0,.487,17.6,20.5,.316,1,2007
2007-11-09,ORL,1,.524,13.4,20.5,.271,1,2007
2007-11-09,PHI,0,.494,10.1,28.9,.182,1,2007
2007-11-09,TOR,1,.52,15.1,32.5,.378,1,2007
2007-11-09,POR,1,.549,12.3,21.6,.244,1,2007
2007-11-09,MEM,0,.455,10.8,30,.191,1,2007
2007-11-09,SAC,0,.414,16.6,18.4,.471,1,2007
2007-11-09,CLE,1,.418,9.8,34.6,.174,1,2007
2007-11-09,SEA,0,.482,14.8,27.9,.224,1,2007
2007-11-09,UTA,1,.494,16.3,33.3,.209,1,2007
2007-11-09,WAS,0,.426,21.6,31.8,.284,1,2007
2007-11-09,DEN,1,.58,16.5,30.2,.182,1,2007
2007-11-10,CHI,0,.364,18.3,22.9,.148,1,2007
2007-11-10,TOR,1,.613,22.5,20.6,.12,1,2007
2007-11-10,IND,0,.484,16.5,25.5,.135,1,2007
2007-11-10,DEN,1,.512,18.5,15.6,.354,1,2007
2007-11-10,NJN,0,.48,13.4,14,.405,1,2007
2007-11-10,BOS,1,.519,12.1,30,.38,1,2007
2007-11-10,ORL,0,.518,13.8,23.8,.094,1,2007
2007-11-10,PHO,1,.543,10.3,23.3,.043,1,2007
2007-11-10,POR,1,.55,16.5,16.2,.2,1,2007
2007-11-10,DAL,0,.378,12.5,28.6,.244,1,2007
2007-11-10,SAC,1,.446,14.1,35,.459,1,2007
2007-11-10,MIN,0,.457,16.3,41.5,.22,1,2007
2007-11-10,UTA,1,.56,12.3,28.6,.163,1,2007
2007-11-10,MEM,0,.529,23.3,20.5,.324,1,2007
2007-11-11,ATL,0,.409,10.6,25.5,.351,1,2007
2007-11-11,WAS,1,.46,10.8,38.3,.227,1,2007
2007-11-11,CHA,0,.436,13.3,18.2,.179,1,2007
2007-11-11,HOU,1,.463,20.2,29.7,.343,1,2007
2007-11-11,LAC,0,.468,15.3,24.3,.299,1,2007
2007-11-11,CLE,1,.524,13.7,33.3,.193,1,2007
2007-11-11,NYK,0,.393,17.9,26.7,.173,1,2007
2007-11-11,MIA,1,.479,18.1,27,.068,1,2007
2007-11-11,PHI,0,.419,18.3,26.2,.135,1,2007
2007-11-11,NOH,1,.538,16.9,26.8,.115,1,2007
2007-11-11,SAS,1,.614,14.3,17.2,.386,1,2007
2007-11-11,MIL,0,.427,13,28.8,.22,1,2007
2007-11-11,SEA,0,.448,11.6,22.9,.302,1,2007
2007-11-11,DET,1,.477,9.7,25,.261,1,2007
2007-11-12,DEN,1,.625,12.1,20,.275,1,2007
2007-11-12,CLE,0,.459,12.7,30.4,.244,1,2007
2007-11-12,NJN,0,.434,14.1,20.9,.211,1,2007
2007-11-12,NOH,1,.493,16.6,12.2,.118,1,2007
2007-11-12,UTA,1,.524,13.2,40.5,.378,1,2007
2007-11-12,SAC,0,.506,18,27.8,.179,1,2007
2007-11-13,CHA,1,.475,10.1,23.1,.203,1,2007
2007-11-13,MIA,0,.391,11.1,17.4,.192,1,2007
2007-11-13,DAL,1,.482,12.1,23.9,.229,1,2007
2007-11-13,PHI,0,.433,17.4,25,.159,1,2007
2007-11-13,IND,0,.398,19.6,31.4,.241,1,2007
2007-11-13,BOS,1,.466,12.3,18.4,.452,1,2007
2007-11-13,MEM,1,.507,16.2,25,.486,1,2007
2007-11-13,HOU,0,.494,8.8,20.5,.205,1,2007
2007-11-13,ORL,1,.524,22.1,23.8,.207,1,2007
2007-11-13,SEA,0,.354,14.3,20,.083,1,2007
2007-11-13,PHO,1,.61,18.1,27.3,.329,1,2007
2007-11-13,NYK,0,.5,15.1,29.3,.186,1,2007
2007-11-13,POR,1,.589,13.6,21.9,.219,1,2007
2007-11-13,DET,0,.488,10.8,23.4,.143,1,2007
2007-11-13,SAS,1,.511,10.1,16.7,.154,1,2007
2007-11-13,LAL,0,.451,17.2,23.8,.22,1,2007
2007-11-14,ATL,1,.617,16.1,43.3,.286,1,2007
2007-11-14,CHA,0,.542,12.9,32.4,.229,1,2007
2007-11-14,BOS,1,.486,14.2,29.4,.31,1,2007
2007-11-14,NJN,0,.361,19.6,36,.236,1,2007
2007-11-14,CLE,0,.49,12.1,30.6,.192,1,2007
2007-11-14,ORL,1,.541,12.3,18.6,.279,1,2007
2007-11-14,DEN,1,.531,15.5,34.3,.313,1,2007
2007-11-14,POR,0,.415,15.5,29.2,.305,1,2007
2007-11-14,GSW,0,.479,9.5,37,.137,1,2007
2007-11-14,DET,1,.566,14.5,31.4,.205,1,2007
2007-11-14,HOU,0,.394,11.3,34.5,.271,1,2007
2007-11-14,LAL,1,.5,19.9,30.3,.292,1,2007
2007-11-14,LAC,1,.394,12.9,24.1,.2,1,2007
2007-11-14,NYK,0,.352,17.3,35.3,.296,1,2007
2007-11-14,MIA,0,.428,11,21.6,.289,1,2007
2007-11-14,SEA,1,.56,21.8,34.3,.267,1,2007
2007-11-14,MIL,1,.512,12.9,36.2,.163,1,2007
2007-11-14,MEM,0,.512,11.7,31.7,.183,1,2007
2007-11-14,MIN,1,.582,15.3,30.3,.203,1,2007
2007-11-14,SAC,0,.571,16,8.8,.179,1,2007
2007-11-14,NOH,1,.555,16.2,27.5,.192,1,2007
2007-11-14,PHI,0,.427,20.3,33.3,.16,1,2007
2007-11-14,TOR,0,.423,15,32.1,.121,1,2007
2007-11-14,UTA,1,.448,14.3,23.3,.299,1,2007
2007-11-14,WAS,1,.52,14.7,23.5,.351,1,2007
2007-11-14,IND,0,.44,16.3,27.3,.19,1,2007
2007-11-15,DAL,1,.568,14,28.1,.301,1,2007
2007-11-15,SAS,0,.438,14,31.9,.275,1,2007
2007-11-15,PHO,1,.568,14.7,17.9,.247,1,2007
2007-11-15,CHI,0,.451,12,31.3,.207,1,2007
2007-11-16,ATL,0,.485,11.7,29.5,.273,1,2007
2007-11-16,SEA,1,.505,10.3,26.1,.263,1,2007
2007-11-16,BOS,1,.528,19.4,14.7,.239,1,2007
2007-11-16,MIA,0,.507,11.3,10.3,.216,1,2007
2007-11-16,CLE,1,.435,12.5,27.9,.31,1,2007
2007-11-16,UTA,0,.429,13.6,26.5,.262,1,2007
2007-11-16,GSW,1,.539,7.1,31.9,.278,1,2007
2007-11-16,LAC,0,.482,11.7,22.9,.271,1,2007
2007-11-16,LAL,1,.434,7.9,40.4,.264,1,2007
2007-11-16,DET,0,.454,16.2,38.9,.289,1,2007
2007-11-16,MEM,0,.588,11.7,17.1,.121,1,2007
2007-11-16,NOH,1,.549,14.3,32.6,.207,1,2007
2007-11-16,MIN,0,.466,18.9,22.5,.27,1,2007
2007-11-16,WAS,1,.558,16.1,25,.247,1,2007
2007-11-16,NJN,0,.31,18.7,26.4,.214,1,2007
2007-11-16,ORL,1,.452,14.5,21.3,.241,1,2007
2007-11-16,PHI,1,.527,20.5,33.3,.205,1,2007
2007-11-16,POR,0,.486,19.1,20,.268,1,2007
2007-11-16,SAC,1,.517,15.2,27.7,.395,1,2007
2007-11-16,NYK,0,.425,10.6,36.5,.33,1,2007
2007-11-16,SAS,1,.549,16.8,31.4,.153,1,2007
2007-11-16,HOU,0,.533,17.1,19.4,.053,1,2007
2007-11-16,TOR,1,.543,13.2,15.8,.272,1,2007
2007-11-16,IND,0,.5,15.6,34.1,.232,1,2007
2007-11-17,CHA,1,.494,14.8,37.8,.135,1,2007
2007-11-17,SEA,0,.327,12.3,18.9,.345,1,2007
2007-11-17,DAL,1,.488,13.1,32.6,.341,1,2007
2007-11-17,MEM,0,.506,17.5,25.6,.238,1,2007
2007-11-17,DEN,1,.551,9.8,38.3,.205,1,2007
2007-11-17,NYK,0,.405,15.4,34,.179,1,2007
2007-11-17,HOU,0,.435,7.2,26.7,.112,1,2007
2007-11-17,PHO,1,.696,23.4,14.3,.275,1,2007
2007-11-17,IND,1,.651,16.9,28.6,.237,1,2007
2007-11-17,UTA,0,.482,17.7,28.9,.205,1,2007
2007-11-17,LAC,0,.423,16.9,19.4,.183,1,2007
2007-11-17,CHI,1,.465,9.6,28.3,.153,1,2007
2007-11-17,MIL,1,.552,13.1,34.2,.116,1,2007
2007-11-17,ATL,0,.488,15.3,29.5,.167,1,2007
2007-11-17,MIN,0,.453,16.2,42.1,.203,1,2007
2007-11-17,NOH,1,.543,4.4,28.2,.134,1,2007
2007-11-17,NJN,0,.491,26.5,20,.517,1,2007
2007-11-17,MIA,1,.447,13.6,13.2,.303,1,2007
2007-11-17,WAS,1,.494,8.4,34,.236,1,2007
2007-11-17,POR,0,.486,17.7,27.8,.314,1,2007
2007-11-18,LAL,1,.506,19.3,36.6,.329,1,2007
2007-11-18,CHI,0,.376,16.5,25,.124,1,2007
2007-11-18,ORL,1,.562,14.2,15.8,.477,1,2007
2007-11-18,BOS,0,.56,18.8,29,.24,1,2007
2007-11-18,SAC,1,.507,9.9,22.6,.405,1,2007
2007-11-18,DET,0,.514,11.1,20,.257,1,2007
2007-11-18,TOR,0,.457,11.4,28.6,.174,1,2007
2007-11-18,GSW,1,.518,14.9,27.3,.212,1,2007
2007-11-19,CHA,1,.5,13.7,33.3,.217,1,2007
2007-11-19,POR,0,.474,18.1,23.5,.263,1,2007
2007-11-19,MEM,1,.605,11.7,25,.244,1,2007
2007-11-19,SEA,0,.466,14.3,41.9,.31,1,2007
2007-11-19,NOH,0,.458,13.5,17.4,.145,1,2007
2007-11-19,ORL,1,.528,19.6,15.2,.264,1,2007
2007-11-19,UTA,1,.552,15.7,24.2,.418,1,2007
2007-11-19,NJN,0,.394,18.3,20.5,.268,1,2007
2007-11-20,ATL,0,.418,12.7,32.5,.215,1,2007
2007-11-20,SAS,1,.546,15.4,31.6,.158,1,2007
2007-11-20,CLE,0,.518,13,27,.253,1,2007
2007-11-20,MIL,1,.506,9.3,33.3,.375,1,2007
2007-11-20,DAL,1,.547,8.4,23.7,.307,1,2007
2007-11-20,TOR,0,.5,10.9,25.6,.238,1,2007
2007-11-20,DEN,1,.545,18.6,19.4,.364,1,2007
2007-11-20,CHI,0,.432,17.1,32.1,.095,1,2007
2007-11-20,IND,0,.437,5.6,29,.233,1,2007
2007-11-20,LAL,1,.674,12.4,12.5,.514,1,2007
2007-11-20,NYK,0,.418,24.6,36.6,.203,1,2007
2007-11-20,GSW,1,.529,10.1,17.8,.198,1,2007
2007-11-20,SAC,0,.481,17.1,16.7,.278,1,2007
2007-11-20,PHO,1,.464,12.8,16.3,.277,1,2007
2007-11-20,WAS,1,.616,11.8,32.3,.183,1,2007
2007-11-20,PHI,0,.516,10.2,34,.077,1,2007
2007-11-21,BOS,1,.525,17.2,33.3,.278,1,2007
2007-11-21,GSW,0,.356,13.1,28.6,.23,1,2007
2007-11-21,CHA,0,.506,14.2,22.9,.222,1,2007
2007-11-21,WAS,1,.471,12.5,35.6,.368,1,2007
2007-11-21,DET,1,.539,9.5,27.5,.211,1,2007
2007-11-21,NYK,0,.488,14.8,32.4,.1,1,2007
2007-11-21,HOU,0,.506,17.2,17.1,.177,1,2007
2007-11-21,DAL,1,.455,9.2,25,.227,1,2007
2007-11-21,LAC,1,.529,21.8,24.3,.386,1,2007
2007-11-21,DEN,0,.414,12.2,22.6,.207,1,2007
2007-11-21,MEM,0,.437,12.6,20,.253,1,2007
2007-11-21,TOR,1,.451,6.7,20.8,.13,1,2007
2007-11-21,MIA,0,.449,20.3,19.4,.441,1,2007
2007-11-21,ATL,1,.39,14.4,34,.286,1,2007
2007-11-21,MIL,1,.543,12.4,14.7,.272,1,2007
2007-11-21,LAL,0,.472,12.7,15.4,.486,1,2007
2007-11-21,MIN,0,.481,14.7,26.8,.099,1,2007
2007-11-21,CLE,1,.507,15.5,31.6,.315,1,2007
2007-11-21,NOH,0,.437,8.6,22,.195,1,2007
2007-11-21,IND,1,.511,6.7,26.1,.157,1,2007
2007-11-21,PHO,1,.587,6.5,16.7,.207,1,2007
2007-11-21,SAC,0,.468,11.3,39.2,.232,1,2007
2007-11-21,POR,0,.596,15.8,19.4,.294,1,2007
2007-11-21,NJN,1,.634,14.7,20,.313,1,2007
2007-11-21,SAS,1,.586,2.8,20.9,.204,1,2007
2007-11-21,ORL,0,.627,13.2,8.8,.213,1,2007
2007-11-23,BOS,1,.558,13.6,17.6,.273,1,2007
2007-11-23,LAL,0,.482,14.3,20,.169,1,2007
2007-11-23,DEN,1,.399,14.9,14.3,.456,1,2007
2007-11-23,MIN,0,.443,17.6,24.5,.17,1,2007
2007-11-23,DET,1,.427,6.3,26.7,.159,1,2007
2007-11-23,PHI,0,.413,17.2,36.8,.304,1,2007
2007-11-23,IND,1,.477,11.3,31.9,.322,1,2007
2007-11-23,DAL,0,.435,10.6,32.6,.405,1,2007
2007-11-23,MIA,1,.577,13.7,18.8,.354,1,2007
2007-11-23,HOU,0,.47,9.8,31,.171,1,2007
2007-11-23,ORL,1,.519,11,28,.275,1,2007
2007-11-23,CHA,0,.439,8.3,26.9,.144,1,2007
2007-11-23,PHO,1,.511,11.6,23.3,.261,1,2007
2007-11-23,LAC,0,.441,12.8,16,.224,1,2007
2007-11-23,POR,1,.486,16.7,23.8,.219,1,2007
2007-11-23,SAC,0,.493,18.4,12.5,.181,1,2007
2007-11-23,SAS,1,.5,10.9,21.4,.098,1,2007
2007-11-23,MEM,0,.463,13.7,13.3,.16,1,2007
2007-11-23,SEA,0,.514,19.8,26.5,.247,1,2007
2007-11-23,NJN,1,.525,13.6,21.1,.19,1,2007
2007-11-23,UTA,1,.526,16.4,23.1,.218,1,2007
2007-11-23,NOH,0,.336,16.9,30,.263,1,2007
2007-11-23,WAS,0,.548,10.8,38.3,.274,1,2007
2007-11-23,GSW,1,.6,6.5,30.2,.167,1,2007
2007-11-24,CHA,0,.541,17.9,28.6,.203,1,2007
2007-11-24,BOS,1,.474,12.6,22.5,.282,1,2007
2007-11-24,CLE,1,.596,12.5,36.1,.145,1,2007
2007-11-24,TOR,0,.53,5.1,12.8,.241,1,2007
2007-11-24,HOU,1,.5,15,44.2,.198,1,2007
2007-11-24,DEN,0,.386,16.6,26.9,.253,1,2007
2007-11-24,LAC,0,.44,14.6,31.1,.307,1,2007
2007-11-24,NOH,1,.513,9.2,20.5,.2,1,2007
2007-11-24,MEM,1,.609,17,28.6,.372,1,2007
2007-11-24,WAS,0,.547,12.7,31.1,.147,1,2007
2007-11-24,MIL,1,.523,13.5,25.7,.446,1,2007
2007-11-24,DAL,0,.506,9.9,26.7,.119,1,2007
2007-11-24,MIN,0,.493,17.3,36.4,.222,1,2007
2007-11-24,ATL,1,.488,11.9,39,.2,1,2007
2007-11-24,NYK,1,.415,16,26.2,.366,1,2007
2007-11-24,CHI,0,.375,13.2,21.2,.179,1,2007
2007-11-24,ORL,1,.613,10.7,18.9,.373,1,2007
2007-11-24,MIA,0,.5,12.6,18.9,.253,1,2007
2007-11-24,PHI,0,.451,14.8,24.5,.309,1,2007
2007-11-24,GSW,1,.434,14.7,32.7,.231,1,2007
2007-11-25,DET,0,.43,10.9,35.4,.221,1,2007
2007-11-25,UTA,1,.54,16.2,30.6,.293,1,2007
2007-11-25,IND,0,.463,13.9,22.7,.383,1,2007
2007-11-25,CLE,1,.541,16.2,28.9,.209,1,2007
2007-11-25,LAL,0,.486,16.6,18.4,.378,1,2007
2007-11-25,NJN,1,.493,15.4,25,.373,1,2007
2007-11-25,SEA,0,.551,9.5,15.6,.192,1,2007
2007-11-25,SAS,1,.581,9,33.3,.288,1,2007
2007-11-25,TOR,1,.471,8.9,24.4,.14,1,2007
2007-11-25,CHI,0,.418,12,22.7,.152,1,2007
2007-11-26,DAL,0,.411,11,28.9,.345,1,2007
2007-11-26,WAS,1,.553,11.8,16.7,.36,1,2007
2007-11-26,GSW,1,.579,9.2,26.7,.119,1,2007
2007-11-26,PHO,0,.534,16.9,35.7,.227,1,2007
2007-11-26,LAC,0,.349,13.9,18,.237,1,2007
2007-11-26,HOU,1,.486,18.4,21.6,.268,1,2007
2007-11-26,NOH,0,.466,15.5,13.5,.338,1,2007
2007-11-26,MIN,1,.573,15.8,9.4,.227,1,2007
2007-11-26,NYK,1,.576,13.4,31.4,.278,1,2007
2007-11-26,UTA,0,.518,12.5,46.2,.247,1,2007
2007-11-26,POR,0,.409,12.9,21.3,.085,1,2007
2007-11-26,ORL,1,.456,13.8,28.6,.15,1,2007
2007-11-26,SAC,1,.583,10.2,17.1,.269,1,2007
2007-11-26,SAS,0,.5,11.1,28,.138,1,2007
2007-11-27,CHI,1,.426,14.1,46.9,.17,1,2007
2007-11-27,ATL,0,.426,16.5,23.4,.294,1,2007
2007-11-27,CLE,1,.513,11.2,21.1,.354,1,2007
2007-11-27,BOS,0,.488,11.6,20.4,.233,1,2007
2007-11-27,DEN,0,.407,12.3,24.2,.32,1,2007
2007-11-27,IND,1,.516,18.9,27.3,.198,1,2007
2007-11-27,LAL,1,.481,11.2,28.2,.38,1,2007
2007-11-27,SEA,0,.445,8.8,26,.198,1,2007
2007-11-27,MIA,1,.616,13.6,22.2,.362,1,2007
2007-11-27,CHA,0,.486,18.3,28.6,.243,1,2007
2007-11-27,MIL,0,.52,16.6,33.3,.28,1,2007
2007-11-27,PHI,1,.57,9.5,39.5,.186,1,2007
2007-11-27,NJN,0,.494,10.3,18.6,.238,1,2007
2007-11-27,MEM,1,.572,10,9.8,.303,1,2007
2007-11-28,ATL,1,.514,15.1,34.2,.27,1,2007
2007-11-28,MIL,0,.464,20.3,26.5,.214,1,2007
2007-11-28,DAL,1,.507,11.4,32.4,.421,1,2007
2007-11-28,MIN,0,.5,13.6,31.9,.241,1,2007
2007-11-28,DET,1,.597,12.1,43.3,.221,1,2007
2007-11-28,CLE,0,.443,17.1,16.7,.171,1,2007
2007-11-28,PHI,0,.461,15.6,37.2,.312,1,2007
2007-11-28,UTA,1,.563,12.3,28.1,.366,1,2007
2007-11-28,PHO,0,.457,11.5,12.8,.232,1,2007
2007-11-28,HOU,1,.57,16.6,17.6,.127,1,2007
2007-11-28,POR,0,.444,15.1,29.4,.1,1,2007
2007-11-28,IND,1,.481,16.6,31.9,.241,1,2007
2007-11-28,SAC,0,.374,16.3,36.5,.356,1,2007
2007-11-28,GSW,1,.461,14.5,26,.236,1,2007
2007-11-28,SAS,1,.632,8.7,11.8,.171,1,2007
2007-11-28,WAS,0,.52,10.7,15,.213,1,2007
2007-11-28,SEA,0,.38,9.3,30,.219,1,2007
2007-11-28,ORL,1,.494,13.1,30.2,.337,1,2007
2007-11-28,TOR,1,.558,10,23.7,.081,1,2007
2007-11-28,MEM,0,.436,7.1,19.6,.295,1,2007
2007-11-29,BOS,1,.544,9.1,28.2,.228,1,2007
2007-11-29,NYK,0,.316,15.2,14.9,.145,1,2007
2007-11-29,GSW,1,.563,12.9,23.7,.304,1,2007
2007-11-29,HOU,0,.464,12.7,25,.205,1,2007
2007-11-29,LAL,1,.553,12.8,37.8,.232,1,2007
2007-11-29,DEN,0,.467,15.2,27.1,.167,1,2007
2007-11-30,ATL,0,.5,20.2,15.4,.265,1,2007
2007-11-30,NOH,1,.436,11.1,31.4,.198,1,2007
2007-11-30,DAL,1,.476,12,28.2,.159,1,2007
2007-11-30,POR,0,.459,13.6,23.8,.162,1,2007
2007-11-30,DEN,1,.6,16.1,22,.247,1,2007
2007-11-30,LAC,0,.513,18.6,16.7,.329,1,2007
2007-11-30,MIA,0,.529,23.6,20,.157,1,2007
2007-11-30,BOS,1,.466,17,27.3,.37,1,2007
2007-11-30,MIN,0,.494,14.6,32.5,.136,1,2007
2007-11-30,SAS,1,.605,14.2,29.4,.184,1,2007
2007-11-30,NYK,1,.513,13.1,21.6,.171,1,2007
2007-11-30,MIL,0,.494,12.5,21.6,.141,1,2007
2007-11-30,PHI,1,.388,7.7,28.3,.224,1,2007
2007-11-30,WAS,0,.456,17.4,19.4,.152,1,2007
2007-11-30,PHO,1,.534,13.3,11.9,.195,1,2007
2007-11-30,ORL,0,.517,14.8,12.2,.184,1,2007
2007-11-30,SEA,1,.463,18.4,18.2,.232,1,2007
2007-11-30,IND,0,.391,11.8,20.3,.228,1,2007
2007-11-30,TOR,1,.534,15,18.4,.178,1,2007
2007-11-30,CLE,0,.442,13.3,17.8,.182,1,2007
2007-11-30,UTA,1,.533,11.9,43.2,.267,1,2007
2007-11-30,LAL,0,.494,18.6,23.7,.26,1,2007
2007-12-01,CHI,1,.58,20.5,54.3,.21,1,2007
2007-12-01,CHA,0,.553,17.5,21.6,.16,1,2007
2007-12-01,MEM,1,.571,14,22.7,.141,1,2007
2007-12-01,MIN,0,.419,16.5,18,.093,1,2007
2007-12-01,MIL,0,.586,19.3,21.4,.129,1,2007
2007-12-01,DET,1,.552,11,38.5,.256,1,2007
2007-12-01,NJN,1,.443,14.1,21.4,.304,1,2007
2007-12-01,PHI,0,.439,16.9,27,.365,1,2007
2007-12-01,NOH,1,.471,7.3,29.8,.345,1,2007
2007-12-01,DAL,0,.467,9,27.3,.267,1,2007
2007-12-01,SAC,1,.471,4.7,23.9,.287,1,2007
2007-12-01,HOU,0,.47,12.3,29.5,.268,1,2007
2007-12-01,WAS,1,.638,17,16.1,.188,1,2007
2007-12-01,TOR,0,.494,10.6,23.3,.114,1,2007
2007-12-02,BOS,1,.389,14.8,23.4,.333,1,2007
2007-12-02,CLE,0,.368,17.2,21.6,.184,1,2007
2007-12-02,DEN,1,.522,11.1,20.8,.207,1,2007
2007-12-02,MIA,0,.4,15.8,22,.313,1,2007
2007-12-02,DET,1,.6,7.9,38.9,.275,1,2007
2007-12-02,NJN,0,.487,13.1,33.3,.26,1,2007
2007-12-02,LAC,0,.461,14.9,19,.312,1,2007
2007-12-02,IND,1,.466,13.9,29.2,.202,1,2007
2007-12-02,LAL,0,.454,17.8,28.6,.093,1,2007
2007-12-02,ORL,1,.489,14.1,17.4,.205,1,2007
2007-12-02,NYK,0,.5,10,32.6,.209,1,2007
2007-12-02,PHO,1,.625,10.9,20,.119,1,2007
2007-12-02,SAS,1,.539,4.4,22.2,.237,1,2007
2007-12-02,POR,0,.427,12.5,24.4,.2,1,2007
2007-12-02,SEA,0,.425,15.3,22.6,.253,1,2007
2007-12-02,GSW,1,.481,9.1,23.1,.097,1,2007
2007-12-03,CHI,0,.385,8.9,30.8,.356,1,2007
2007-12-03,DAL,1,.534,13.3,15.2,.324,1,2007
2007-12-03,GSW,0,.419,10.7,30,.216,1,2007
2007-12-03,ORL,1,.537,15,25,.234,1,2007
2007-12-03,MEM,0,.541,14,30,.14,1,2007
2007-12-03,POR,1,.583,11,25,.095,1,2007
2007-12-03,PHI,0,.413,16.5,20.5,.227,1,2007
2007-12-03,ATL,1,.464,12.7,21.7,.133,1,2007
2007-12-03,TOR,1,.56,12.6,38.9,.187,1,2007
2007-12-03,CHA,0,.377,10,28.9,.222,1,2007
2007-12-03,UTA,1,.577,11.7,25,.256,1,2007
2007-12-03,MIA,0,.567,11.9,23.7,.213,1,2007
2007-12-04,ATL,0,.459,14.7,24.3,.365,1,2007
2007-12-04,DET,1,.556,15.3,31.4,.198,1,2007
2007-12-04,CLE,0,.395,12.7,30.2,.185,1,2007
2007-12-04,NJN,1,.576,10.9,32.4,.364,1,2007
2007-12-04,IND,0,.495,13.3,28,.157,1,2007
2007-12-04,PHO,1,.511,10.3,20,.308,1,2007
2007-12-04,LAC,0,.427,12.7,10.3,.187,1,2007
2007-12-04,MIL,1,.46,14.1,31.4,.24,1,2007
2007-12-04,MIN,0,.475,16.2,25,.222,1,2007
2007-12-04,LAL,1,.605,12.3,21.2,.222,1,2007
2007-12-04,SAC,1,.533,11.9,27.5,.474,1,2007
2007-12-04,UTA,0,.5,14,27.5,.202,1,2007
2007-12-05,CHA,0,.447,14.8,20,.184,1,2007
2007-12-05,CHI,1,.507,19.8,22.2,.304,1,2007
2007-12-05,DEN,0,.469,13.2,27.3,.4,1,2007
2007-12-05,LAL,1,.536,14.8,23.9,.25,1,2007
2007-12-05,GSW,1,.61,15.4,26.3,.174,1,2007
2007-12-05,MIL,0,.42,20.3,34,.195,1,2007
2007-12-05,HOU,1,.534,9.5,37.8,.138,1,2007
2007-12-05,MEM,0,.487,11,28.3,.19,1,2007
2007-12-05,NJN,0,.457,13,31.4,.414,1,2007
2007-12-05,NYK,1,.53,10.8,10.3,.455,1,2007
2007-12-05,NOH,0,.373,13.2,29.2,.267,1,2007
2007-12-05,DET,1,.447,7,27.7,.176,1,2007
2007-12-05,PHI,0,.582,13.1,25.8,.139,1,2007
2007-12-05,BOS,1,.592,11.2,30,.303,1,2007
2007-12-05,SAS,1,.494,11.9,15,.241,1,2007
2007-12-05,DAL,0,.478,15.1,12.9,.42,1,2007
2007-12-05,SEA,1,.5,19.5,15.8,.25,1,2007
2007-12-05,LAC,0,.372,13.1,14,.385,1,2007
2007-12-05,TOR,0,.609,10.8,29.3,.12,1,2007
2007-12-05,PHO,1,.661,10.9,25,.189,1,2007
2007-12-05,WAS,1,.554,11.8,36.1,.157,1,2007
2007-12-05,CLE,0,.5,15.8,15.8,.162,1,2007
2007-12-06,ATL,1,.412,12.6,21.4,.392,1,2007
2007-12-06,MIN,0,.411,15.1,39.2,.116,1,2007
2007-12-06,DAL,0,.454,15.7,32.7,.345,1,2007
2007-12-06,DEN,1,.533,7,19.1,.275,1,2007
2007-12-06,POR,1,.548,9.5,32.5,.253,1,2007
2007-12-06,MIA,0,.541,11.9,35.7,.151,1,2007
2007-12-07,BOS,1,.588,18.7,25.8,.338,1,2007
2007-12-07,TOR,0,.463,18.2,20,.125,1,2007
2007-12-07,DET,0,.432,7,26.1,.259,1,2007
2007-12-07,CHI,1,.475,9.9,38.6,.275,1,2007
2007-12-07,GSW,1,.479,6.8,30.4,.319,1,2007
2007-12-07,MIA,0,.53,16.2,43.9,.301,1,2007
2007-12-07,NJN,0,.464,16,31.1,.145,1,2007
2007-12-07,HOU,1,.513,12.3,17.9,.253,1,2007
2007-12-07,NOH,1,.495,11.9,34.7,.178,1,2007
2007-12-07,MEM,0,.581,16.9,18.9,.288,1,2007
2007-12-07,ORL,0,.506,20.1,25.6,.333,1,2007
2007-12-07,IND,1,.517,13.7,25.6,.302,1,2007
2007-12-07,PHI,1,.512,11.4,31.6,.151,1,2007
