date,team,W/L,eFG%,TOV%,ORB%,FT/FGA,IsRegular,Season
2012-01-01,NOH,0,.404,16.5,43.1,.090,1,2011
2012-01-01,WAS,0,.423,13.7,23.3,.256,1,2011
2012-01-01,BOS,1,.534,16.0,21.6,.203,1,2011
2012-01-02,BOS,1,.518,15.6,29.3,.169,1,2011
2012-01-02,WAS,0,.440,12.3,29.5,.229,1,2011
2012-01-02,DAL,1,.519,11.9,27.5,.213,1,2011
2012-01-02,OKC,0,.435,13.7,28.6,.260,1,2011
2012-01-02,DEN,1,.422,14.4,31.0,.253,1,2011
2012-01-02,MIL,0,.449,13.1,20.0,.080,1,2011
2012-01-02,DET,1,.516,19.0,34.4,.403,1,2011
2012-01-02,ORL,0,.508,19.0,20.0,.222,1,2011
2012-01-02,MIA,0,.500,15.8,23.1,.260,1,2011
2012-01-02,ATL,1,.530,9.9,24.4,.159,1,2011
2012-01-02,MIN,1,.662,19.7,25.0,.169,1,2011
2012-01-02,SAS,0,.482,9.0,22.5,.207,1,2011
2012-01-02,NJN,0,.410,10.7,41.7,.236,1,2011
2012-01-02,IND,1,.609,15.7,41.2,.167,1,2011
2012-01-02,NYK,0,.423,12.7,13.0,.244,1,2011
2012-01-02,TOR,1,.493,18.2,10.8,.338,1,2011
2012-01-02,PHO,1,.494,11.9,35.6,.184,1,2011
2012-01-02,GSW,0,.549,17.4,17.5,.167,1,2011
2012-01-02,UTA,1,.520,12.2,23.1,.197,1,2011
2012-01-02,NOH,0,.520,15.6,20.6,.176,1,2011
2012-01-03,CHI,1,.364,14.5,24.4,.260,1,2011
2012-01-03,ATL,0,.375,12.5,21.7,.175,1,2011
2012-01-03,CLE,1,.556,8.1,20.0,.167,1,2011
2012-01-03,CHA,0,.467,11.7,23.8,.189,1,2011
2012-01-03,LAL,1,.558,14.3,26.3,.269,1,2011
2012-01-03,HOU,0,.484,7.5,18.9,.063,1,2011
2012-01-03,MEM,1,.560,13.3,35.7,.121,1,2011
2012-01-03,SAC,0,.464,16.9,29.2,.229,1,2011
2012-01-03,OKC,0,.464,9.8,22.2,.193,1,2011
2012-01-03,POR,1,.487,8.9,26.8,.382,1,2011
2012-01-03,UTA,1,.508,23.5,28.6,.273,1,2011
2012-01-03,MIL,0,.316,12.1,36.5,.137,1,2011
2012-01-04,BOS,1,.535,13.9,33.3,.183,1,2011
2012-01-04,NJN,0,.432,14.2,23.3,.081,1,2011
2012-01-04,DAL,1,.462,11.5,38.0,.154,1,2011
2012-01-04,PHO,0,.482,14.5,24.4,.122,1,2011
2012-01-04,DEN,1,.625,24.0,25.0,.197,1,2011
2012-01-04,SAC,0,.333,14.1,25.9,.226,1,2011
2012-01-04,DET,0,.415,12.2,25.6,.114,1,2011
2012-01-04,CHI,1,.559,15.0,22.9,.184,1,2011
2012-01-04,LAC,1,.610,7.0,15.6,.207,1,2011
2012-01-04,HOU,0,.507,18.5,17.6,.158,1,2011
2012-01-04,MIA,1,.575,12.3,20.6,.325,1,2011
2012-01-04,IND,0,.384,21.1,20.5,.435,1,2011
2012-01-04,MIN,0,.445,15.5,34.7,.159,1,2011
2012-01-04,MEM,1,.431,11.7,29.8,.263,1,2011
2012-01-04,NOH,0,.462,12.6,30.8,.253,1,2011
2012-01-04,PHI,1,.500,9.6,26.8,.174,1,2011
2012-01-04,NYK,0,.559,15.3,26.8,.176,1,2011
2012-01-04,CHA,1,.594,12.9,19.4,.200,1,2011
2012-01-04,ORL,1,.506,13.5,36.2,.200,1,2011
2012-01-04,WAS,0,.376,8.2,27.5,.161,1,2011
2012-01-04,SAS,1,.538,12.8,22.0,.218,1,2011
2012-01-04,GSW,0,.519,10.2,12.2,.150,1,2011
2012-01-04,TOR,1,.532,11.7,17.9,.130,1,2011
2012-01-04,CLE,0,.340,11.5,26.5,.272,1,2011
2012-01-05,ATL,0,.415,14.3,26.3,.330,1,2011
2012-01-05,MIA,1,.480,16.4,28.0,.176,1,2011
2012-01-05,POR,1,.489,3.8,22.7,.225,1,2011
2012-01-05,LAL,0,.468,13.3,31.0,.278,1,2011
2012-01-05,SAC,1,.429,15.4,48.9,.275,1,2011
2012-01-05,MIL,0,.572,19.0,17.9,.171,1,2011
2012-01-05,SAS,1,.488,8.8,18.0,.105,1,2011
2012-01-05,DAL,0,.357,14.8,25.0,.208,1,2011
2012-01-06,BOS,0,.432,14.5,17.5,.258,1,2011
2012-01-06,IND,1,.450,13.7,34.1,.188,1,2011
2012-01-06,CHA,0,.500,13.9,30.2,.103,1,2011
2012-01-06,ATL,1,.479,12.8,34.8,.116,1,2011
2012-01-06,LAL,1,.500,17.5,38.5,.260,1,2011
2012-01-06,GSW,0,.519,19.0,23.8,.130,1,2011
2012-01-06,MIN,0,.418,14.7,26.1,.266,1,2011
2012-01-06,CLE,1,.513,14.3,26.2,.200,1,2011
2012-01-06,NOH,0,.519,17.3,21.6,.104,1,2011
2012-01-06,DEN,1,.500,12.8,22.2,.215,1,2011
2012-01-06,OKC,1,.563,10.8,21.6,.238,1,2011
2012-01-06,HOU,0,.481,11.8,26.2,.244,1,2011
2012-01-06,ORL,0,.447,17.6,22.0,.213,1,2011
2012-01-06,CHI,1,.488,11.4,33.3,.151,1,2011
2012-01-06,PHI,1,.488,11.5,31.7,.153,1,2011
2012-01-06,DET,0,.360,14.8,28.0,.128,1,2011
2012-01-06,PHO,1,.513,15.1,31.6,.266,1,2011
2012-01-06,POR,0,.338,15.5,25.5,.325,1,2011
2012-01-06,TOR,0,.493,13.8,22.5,.178,1,2011
2012-01-06,NJN,1,.481,9.8,30.2,.250,1,2011
2012-01-06,UTA,1,.521,15.1,21.6,.282,1,2011
2012-01-06,MEM,0,.438,18.3,28.6,.188,1,2011
2012-01-06,WAS,0,.518,20.2,22.7,.094,1,2011
2012-01-06,NYK,1,.472,16.9,30.6,.169,1,2011
2012-01-07,ATL,1,.620,14.1,13.3,.072,1,2011
2012-01-07,CHI,0,.476,18.1,38.6,.195,1,2011
2012-01-07,DAL,1,.486,13.9,15.4,.324,1,2011
2012-01-07,NOH,0,.453,21.6,17.1,.359,1,2011
2012-01-07,DET,0,.429,19.3,29.4,.167,1,2011
2012-01-07,NYK,1,.518,11.6,31.6,.205,1,2011
2012-01-07,GSW,0,.464,17.4,26.3,.314,1,2011
2012-01-07,UTA,1,.420,8.8,31.9,.247,1,2011
2012-01-07,HOU,0,.466,12.2,35.0,.161,1,2011
2012-01-07,OKC,1,.465,14.5,40.0,.224,1,2011
2012-01-07,IND,1,.519,11.1,33.3,.247,1,2011
2012-01-07,CHA,0,.354,11.7,40.7,.157,1,2011
2012-01-07,LAC,1,.478,13.9,21.6,.377,1,2011
2012-01-07,MIL,0,.400,14.0,31.0,.275,1,2011
2012-01-07,NJN,0,.398,18.5,34.0,.289,1,2011
2012-01-07,MIA,1,.533,21.0,28.6,.263,1,2011
2012-01-07,PHI,1,.464,7.8,25.0,.241,1,2011
2012-01-07,TOR,0,.324,17.4,27.3,.082,1,2011
2012-01-07,SAS,1,.601,14.2,39.5,.157,1,2011
2012-01-07,DEN,0,.617,14.0,30.3,.210,1,2011
2012-01-08,LAL,1,.514,24.5,34.2,.189,1,2011
2012-01-08,MEM,0,.414,8.5,18.4,.054,1,2011
2012-01-08,OKC,1,.553,13.8,17.9,.333,1,2011
2012-01-08,SAS,0,.458,10.4,19.6,.226,1,2011
2012-01-08,PHO,1,.623,15.1,21.9,.169,1,2011
2012-01-08,MIL,0,.448,11.9,32.6,.186,1,2011
2012-01-08,POR,1,.446,12.3,20.0,.174,1,2011
2012-01-08,CLE,0,.386,21.1,23.3,.215,1,2011
2012-01-08,SAC,0,.541,17.7,27.8,.247,1,2011
2012-01-08,ORL,1,.483,9.0,32.7,.230,1,2011
2012-01-08,WAS,0,.362,13.8,32.0,.103,1,2011
2012-01-08,MIN,1,.513,16.4,25.6,.138,1,2011
2012-01-09,CHI,1,.480,10.5,30.8,.284,1,2011
2012-01-09,DET,0,.401,19.8,25.6,.155,1,2011
2012-01-09,DEN,0,.465,17.5,20.5,.211,1,2011
2012-01-09,NOH,1,.560,17.3,25.0,.133,1,2011
2012-01-09,NJN,0,.539,15.6,29.4,.234,1,2011
2012-01-09,ATL,1,.596,10.4,23.1,.167,1,2011
2012-01-09,NYK,1,.386,11.0,26.4,.380,1,2011
2012-01-09,CHA,0,.457,16.1,21.7,.146,1,2011
2012-01-09,PHI,1,.539,17.6,23.1,.184,1,2011
2012-01-09,IND,0,.390,14.4,25.0,.268,1,2011
2012-01-09,TOR,1,.461,12.7,36.8,.338,1,2011
2012-01-09,MIN,0,.381,14.5,33.3,.325,1,2011
2012-01-10,CHA,0,.347,13.9,21.8,.102,1,2011
2012-01-10,HOU,1,.422,19.6,30.4,.145,1,2011
2012-01-10,DET,0,.478,20.8,13.9,.290,1,2011
2012-01-10,DAL,1,.580,14.8,17.2,.290,1,2011
2012-01-10,GSW,1,.447,15.6,34.6,.274,1,2011
2012-01-10,MIA,0,.471,17.7,29.2,.306,1,2011
2012-01-10,LAL,1,.500,14.3,35.0,.238,1,2011
2012-01-10,PHO,0,.469,11.4,20.5,.100,1,2011
2012-01-10,MEM,0,.488,8.8,21.3,.141,1,2011
2012-01-10,OKC,1,.500,14.6,32.6,.351,1,2011
2012-01-10,MIL,1,.571,11.0,18.9,.106,1,2011
2012-01-10,SAS,0,.627,16.3,17.9,.120,1,2011
2012-01-10,MIN,0,.474,10.7,15.9,.333,1,2011
2012-01-10,CHI,1,.599,16.6,30.3,.173,1,2011
2012-01-10,PHI,1,.596,10.7,11.8,.157,1,2011
2012-01-10,SAC,0,.419,13.6,23.6,.151,1,2011
2012-01-10,POR,1,.549,12.2,21.2,.361,1,2011
2012-01-10,LAC,0,.482,13.0,32.5,.205,1,2011
2012-01-10,UTA,1,.612,13.6,27.3,.263,1,2011
2012-01-10,CLE,0,.474,12.6,39.1,.397,1,2011
2012-01-10,WAS,1,.512,14.4,23.1,.110,1,2011
2012-01-10,TOR,0,.421,21.6,31.8,.184,1,2011
2012-01-11,BOS,0,.484,17.9,6.1,.359,1,2011
2012-01-11,DAL,1,.481,15.9,26.7,.177,1,2011
2012-01-11,CHI,1,.383,14.2,41.8,.100,1,2011
2012-01-11,WAS,0,.327,13.6,26.4,.107,1,2011
2012-01-11,DEN,1,.669,17.9,25.9,.324,1,2011
2012-01-11,NJN,0,.639,16.1,23.1,.108,1,2011
2012-01-11,IND,1,.494,14.8,20.5,.141,1,2011
2012-01-11,ATL,0,.406,16.4,22.7,.238,1,2011
2012-01-11,LAC,1,.453,14.3,21.3,.198,1,2011
2012-01-11,MIA,0,.426,15.8,27.1,.247,1,2011
2012-01-11,NOH,0,.456,14.6,32.6,.150,1,2011
2012-01-11,OKC,1,.527,12.4,20.0,.247,1,2011
2012-01-11,NYK,1,.455,21.9,24.3,.195,1,2011
2012-01-11,PHI,0,.414,13.6,19.6,.148,1,2011
2012-01-11,POR,0,.535,8.0,16.3,.140,1,2011
2012-01-11,ORL,1,.700,19.5,19.4,.129,1,2011
2012-01-11,SAS,1,.484,10.8,28.3,.130,1,2011
2012-01-11,HOU,0,.443,9.8,34.1,.104,1,2011
2012-01-11,TOR,0,.463,16.8,20.9,.213,1,2011
2012-01-11,SAC,1,.414,15.8,28.6,.383,1,2011
2012-01-11,UTA,0,.409,9.9,20.8,.118,1,2011
2012-01-11,LAL,1,.451,15.8,18.2,.195,1,2011
2012-01-12,ATL,1,.500,8.1,43.5,.233,1,2011
2012-01-12,CHA,0,.429,12.4,10.3,.179,1,2011
2012-01-12,GSW,0,.585,13.4,15.0,.159,1,2011
2012-01-12,ORL,1,.596,9.8,22.0,.529,1,2011
2012-01-12,MEM,1,.493,15.4,19.5,.267,1,2011
2012-01-12,NYK,0,.440,17.0,16.7,.120,1,2011
2012-01-12,MIL,1,.545,14.9,34.2,.218,1,2011
2012-01-12,DET,0,.466,15.9,31.3,.324,1,2011
2012-01-12,PHO,0,.507,16.0,22.0,.187,1,2011
2012-01-12,CLE,1,.494,11.7,33.3,.146,1,2011
2012-01-13,BOS,0,.453,10.0,18.6,.147,1,2011
2012-01-13,CHI,1,.474,13.2,31.6,.211,1,2011
2012-01-13,CHA,0,.453,13.8,17.5,.189,1,2011
2012-01-13,DET,1,.530,12.7,32.5,.134,1,2011
2012-01-13,DAL,1,.587,17.8,25.0,.187,1,2011
2012-01-13,MIL,0,.404,18.3,25.5,.167,1,2011
2012-01-13,DEN,1,.628,17.5,23.5,.244,1,2011
2012-01-13,MIA,0,.512,15.3,32.6,.259,1,2011
2012-01-13,HOU,1,.494,12.6,37.5,.169,1,2011
2012-01-13,SAC,0,.463,11.2,14.0,.188,1,2011
2012-01-13,LAL,1,.520,17.3,18.4,.237,1,2011
2012-01-13,CLE,0,.424,17.2,31.0,.235,1,2011
2012-01-13,NOH,0,.400,11.8,34.5,.089,1,2011
2012-01-13,MIN,1,.386,16.4,27.3,.471,1,2011
2012-01-13,PHI,1,.624,11.4,24.3,.165,1,2011
2012-01-13,WAS,0,.469,17.5,23.1,.160,1,2011
2012-01-13,PHO,0,.570,13.1,25.0,.165,1,2011
2012-01-13,NJN,1,.594,12.8,23.5,.188,1,2011
2012-01-13,SAS,1,.554,21.3,29.7,.230,1,2011
2012-01-13,POR,0,.435,16.6,20.4,.119,1,2011
2012-01-13,TOR,0,.473,16.2,28.9,.270,1,2011
2012-01-13,IND,1,.477,17.0,27.3,.485,1,2011
2012-01-14,ATL,1,.455,18.2,31.8,.282,1,2011
2012-01-14,MIN,0,.471,14.2,21.3,.129,1,2011
2012-01-14,CHA,1,.546,13.1,21.6,.382,1,2011
2012-01-14,GSW,0,.446,11.7,29.3,.298,1,2011
2012-01-14,CHI,1,.427,5.4,25.0,.085,1,2011
2012-01-14,TOR,0,.366,9.2,25.9,.012,1,2011
2012-01-14,DAL,1,.500,15.6,26.1,.222,1,2011
2012-01-14,SAC,0,.267,15.3,25.4,.163,1,2011
2012-01-14,HOU,1,.446,14.6,39.6,.258,1,2011
2012-01-14,POR,0,.461,11.1,32.7,.244,1,2011
2012-01-14,IND,1,.399,12.6,40.0,.234,1,2011
2012-01-14,BOS,0,.416,16.5,31.9,.169,1,2011
2012-01-14,LAC,1,.465,8.4,35.4,.271,1,2011
2012-01-14,LAL,0,.487,11.1,25.0,.247,1,2011
2012-01-14,MEM,1,.481,8.6,29.5,.423,1,2011
2012-01-14,NOH,0,.493,16.1,30.8,.333,1,2011
2012-01-14,OKC,1,.528,19.6,20.0,.408,1,2011
2012-01-14,NYK,0,.440,19.1,32.6,.229,1,2011
2012-01-14,UTA,1,.537,16.3,36.8,.247,1,2011
2012-01-14,NJN,0,.493,16.5,19.0,.284,1,2011
2012-01-14,WAS,0,.449,15.9,37.0,.125,1,2011
2012-01-14,PHI,1,.465,7.6,18.2,.267,1,2011
2012-01-15,DEN,0,.467,14.8,25.6,.347,1,2011
2012-01-15,UTA,1,.541,13.8,26.3,.165,1,2011
2012-01-15,DET,0,.466,13.2,17.5,.297,1,2011
2012-01-15,GSW,1,.541,15.9,28.6,.274,1,2011
2012-01-15,SAS,1,.525,13.3,20.5,.210,1,2011
2012-01-15,PHO,0,.445,11.0,20.0,.110,1,2011
2012-01-16,ATL,1,.486,10.6,16.2,.338,1,2011
2012-01-16,TOR,0,.442,16.2,26.8,.192,1,2011
2012-01-16,BOS,0,.425,16.8,32.6,.161,1,2011
2012-01-16,OKC,1,.494,12.8,21.4,.225,1,2011
2012-01-16,CHA,0,.465,11.0,26.1,.163,1,2011
2012-01-16,CLE,1,.513,14.7,25.0,.250,1,2011
2012-01-16,LAC,1,.513,12.8,36.6,.238,1,2011
2012-01-16,NJN,0,.474,10.1,22.5,.218,1,2011
2012-01-16,LAL,1,.388,11.5,13.6,.184,1,2011
2012-01-16,DAL,0,.375,14.7,22.4,.125,1,2011
2012-01-16,MEM,1,.557,18.0,41.7,.057,1,2011
2012-01-16,CHI,0,.429,17.6,29.5,.244,1,2011
2012-01-16,MIN,1,.525,12.8,24.3,.188,1,2011
2012-01-16,SAC,0,.468,16.2,23.7,.152,1,2011
2012-01-16,NOH,0,.412,19.1,19.5,.309,1,2011
2012-01-16,POR,1,.514,17.8,11.1,.139,1,2011
2012-01-16,NYK,0,.445,11.2,12.5,.384,1,2011
2012-01-16,ORL,1,.627,17.4,17.1,.183,1,2011
2012-01-16,PHI,1,.506,9.1,20.0,.107,1,2011
2012-01-16,MIL,0,.487,16.5,22.5,.120,1,2011
2012-01-16,WAS,0,.506,13.8,32.5,.313,1,2011
2012-01-16,HOU,1,.511,10.1,33.3,.287,1,2011
2012-01-17,CHI,1,.563,5.7,27.9,.216,1,2011
2012-01-17,PHO,0,.547,19.5,19.4,.216,1,2011
2012-01-17,CLE,0,.457,21.0,38.0,.244,1,2011
2012-01-17,GSW,1,.484,10.5,25.5,.149,1,2011
2012-01-17,HOU,1,.543,19.6,44.7,.111,1,2011
2012-01-17,DET,0,.434,18.7,35.9,.096,1,2011
2012-01-17,MIA,1,.684,12.1,26.5,.152,1,2011
2012-01-17,SAS,0,.538,16.3,31.4,.150,1,2011
2012-01-17,MIL,0,.456,16.4,29.8,.132,1,2011
2012-01-17,DEN,1,.507,15.7,23.7,.387,1,2011
2012-01-17,ORL,1,.506,16.8,24.4,.218,1,2011
2012-01-17,CHA,0,.500,17.6,13.5,.156,1,2011
2012-01-17,UTA,1,.494,7.7,22.0,.329,1,2011
2012-01-17,LAC,0,.388,12.9,25.0,.153,1,2011
2012-01-18,ATL,1,.500,14.5,15.2,.296,1,2011
2012-01-18,POR,0,.408,8.2,23.6,.152,1,2011
2012-01-18,BOS,1,.521,10.5,22.0,.310,1,2011
2012-01-18,TOR,0,.406,17.1,14.3,.246,1,2011
2012-01-18,LAC,1,.471,13.7,37.2,.103,1,2011
2012-01-18,DAL,0,.475,14.4,32.6,.148,1,2011
2012-01-18,MIN,1,.453,14.3,32.5,.333,1,2011
2012-01-18,DET,0,.475,17.7,31.1,.127,1,2011
2012-01-18,NJN,1,.567,17.3,45.7,.293,1,2011
2012-01-18,GSW,0,.569,10.7,19.4,.250,1,2011
2012-01-18,NOH,0,.521,18.9,26.5,.200,1,2011
2012-01-18,MEM,1,.534,17.4,32.4,.205,1,2011
2012-01-18,NYK,0,.395,14.6,34.0,.233,1,2011
2012-01-18,PHO,1,.500,14.8,7.7,.152,1,2011
2012-01-18,ORL,0,.356,11.6,32.7,.241,1,2011
2012-01-18,SAS,1,.440,8.9,8.7,.131,1,2011
2012-01-18,PHI,0,.459,9.4,24.1,.143,1,2011
2012-01-18,DEN,1,.522,11.6,19.1,.169,1,2011
2012-01-18,SAC,1,.344,9.8,46.2,.301,1,2011
2012-01-18,IND,0,.442,17.5,43.9,.244,1,2011
2012-01-18,WAS,1,.430,14.6,33.9,.360,1,2011
2012-01-18,OKC,0,.506,18.9,15.4,.312,1,2011
2012-01-19,HOU,1,.449,17.6,30.4,.125,1,2011
2012-01-19,NOH,0,.410,12.2,29.1,.117,1,2011
2012-01-19,MIA,1,.500,12.3,36.6,.153,1,2011
2012-01-19,LAL,0,.457,13.7,29.3,.160,1,2011
2012-01-19,UTA,0,.406,12.3,34.1,.325,1,2011
2012-01-19,DAL,1,.556,16.8,12.1,.211,1,2011
2012-01-20,BOS,0,.432,18.8,16.3,.095,1,2011
2012-01-20,PHO,1,.486,23.2,24.2,.174,1,2011
2012-01-20,CLE,0,.343,13.3,30.5,.157,1,2011
2012-01-20,CHI,1,.590,18.1,39.4,.193,1,2011
2012-01-20,DET,0,.470,24.4,35.1,.288,1,2011
2012-01-20,MEM,1,.610,17.2,10.7,.221,1,2011
2012-01-20,GSW,0,.525,17.7,17.1,.088,1,2011
2012-01-20,IND,1,.470,11.5,19.1,.193,1,2011
2012-01-20,LAC,0,.542,17.8,19.4,.296,1,2011
2012-01-20,MIN,1,.481,10.3,22.7,.284,1,2011
2012-01-20,NYK,0,.411,22.2,25.5,.356,1,2011
2012-01-20,MIL,1,.524,17.3,27.9,.171,1,2011
2012-01-20,ORL,1,.494,12.8,30.6,.208,1,2011
2012-01-20,LAL,0,.421,8.5,18.2,.211,1,2011
2012-01-20,PHI,1,.440,11.5,34.1,.190,1,2011
2012-01-20,ATL,0,.466,17.1,7.7,.095,1,2011
2012-01-20,SAS,0,.409,12.5,28.3,.232,1,2011
2012-01-20,SAC,1,.464,13.3,28.9,.133,1,2011
2012-01-20,TOR,0,.396,13.9,21.6,.232,1,2011
2012-01-20,POR,1,.433,15.8,34.1,.280,1,2011
2012-01-20,WAS,0,.479,9.7,19.0,.137,1,2011
2012-01-20,DEN,1,.557,16.3,27.3,.253,1,2011
2012-01-21,ATL,1,.620,10.5,24.3,.217,1,2011
2012-01-21,CLE,0,.536,19.6,15.6,.271,1,2011
2012-01-21,CHI,1,.506,8.0,22.2,.106,1,2011
2012-01-21,CHA,0,.486,16.0,25.0,.230,1,2011
2012-01-21,DET,1,.500,13.8,24.2,.403,1,2011
2012-01-21,POR,0,.438,8.9,33.3,.247,1,2011
2012-01-21,HOU,1,.595,13.4,12.9,.139,1,2011
2012-01-21,SAS,0,.484,12.2,36.4,.117,1,2011
2012-01-21,MEM,1,.587,9.6,28.9,.217,1,2011
2012-01-21,SAC,0,.448,14.2,21.6,.195,1,2011
2012-01-21,MIA,1,.586,10.9,33.3,.222,1,2011
2012-01-21,PHI,0,.494,9.1,14.9,.120,1,2011
2012-01-21,NJN,0,.328,15.9,28.1,.195,1,2011
2012-01-21,OKC,1,.442,17.8,31.8,.208,1,2011
2012-01-21,NOH,0,.380,10.6,21.6,.266,1,2011
2012-01-21,DAL,1,.430,12.0,23.1,.190,1,2011
2012-01-21,NYK,0,.510,18.4,20.4,.155,1,2011
2012-01-21,DEN,1,.449,15.2,27.8,.316,1,2011
2012-01-21,UTA,1,.551,14.1,40.5,.266,1,2011
2012-01-21,MIN,0,.494,10.7,29.5,.193,1,2011
2012-01-22,LAC,1,.542,19.7,25.7,.347,1,2011
2012-01-22,TOR,0,.407,16.0,28.6,.309,1,2011
2012-01-22,LAL,0,.430,7.4,32.1,.256,1,2011
2012-01-22,IND,1,.532,16.6,32.4,.208,1,2011
2012-01-22,MIA,0,.396,21.1,30.8,.433,1,2011
2012-01-22,MIL,1,.381,13.6,33.3,.375,1,2011
2012-01-22,NJN,1,.483,13.1,37.2,.163,1,2011
2012-01-22,CHA,0,.500,13.2,18.4,.101,1,2011
2012-01-22,WAS,0,.494,16.5,17.6,.234,1,2011
2012-01-22,BOS,1,.549,16.6,18.4,.292,1,2011
2012-01-23,BOS,1,.436,14.8,19.5,.244,1,2011
2012-01-23,ORL,0,.277,24.2,22.4,.308,1,2011
2012-01-23,CHI,1,.620,10.5,34.3,.227,1,2011
2012-01-23,NJN,0,.526,11.3,22.5,.182,1,2011
2012-01-23,DAL,1,.457,11.3,25.5,.235,1,2011
2012-01-23,PHO,0,.410,17.0,36.2,.229,1,2011
2012-01-23,GSW,0,.559,23.2,23.5,.066,1,2011
2012-01-23,MEM,1,.435,15.9,32.6,.200,1,2011
2012-01-23,MIL,0,.429,11.6,25.5,.141,1,2011
2012-01-23,ATL,1,.476,11.5,16.7,.217,1,2011
2012-01-23,MIN,0,.444,17.9,17.5,.263,1,2011
2012-01-23,HOU,1,.494,10.9,21.4,.256,1,2011
2012-01-23,NOH,0,.542,13.6,32.4,.145,1,2011
2012-01-23,SAS,1,.593,10.7,12.1,.200,1,2011
2012-01-23,OKC,1,.578,18.6,25.0,.130,1,2011
2012-01-23,DET,0,.366,9.6,20.8,.232,1,2011
2012-01-23,PHI,1,.554,7.1,23.7,.133,1,2011
2012-01-23,WAS,0,.432,9.5,19.6,.257,1,2011
2012-01-23,POR,1,.506,15.6,43.2,.136,1,2011
2012-01-23,SAC,0,.444,13.3,24.4,.225,1,2011
2012-01-24,CHA,0,.348,14.1,18.4,.256,1,2011
2012-01-24,NYK,1,.545,12.3,35.1,.333,1,2011
2012-01-24,IND,0,.417,18.1,30.8,.231,1,2011
2012-01-24,ORL,1,.536,13.3,30.2,.157,1,2011
2012-01-24,MIA,1,.493,18.1,18.8,.329,1,2011
2012-01-24,CLE,0,.544,22.6,23.3,.162,1,2011
2012-01-24,PHO,0,.506,14.4,18.6,.159,1,2011
2012-01-24,TOR,1,.463,15.5,25.6,.280,1,2011
2012-01-24,POR,1,.465,18.5,28.2,.417,1,2011
2012-01-24,MEM,0,.394,10.1,22.0,.144,1,2011
2012-01-25,CHI,0,.417,11.6,31.3,.167,1,2011
2012-01-25,IND,1,.506,12.7,29.7,.175,1,2011
2012-01-25,CLE,1,.494,17.5,29.8,.179,1,2011
2012-01-25,NYK,0,.441,21.3,26.8,.184,1,2011
2012-01-25,DAL,0,.442,11.6,29.6,.063,1,2011
2012-01-25,MIN,1,.500,14.9,26.8,.364,1,2011
2012-01-25,DET,0,.549,21.0,41.2,.264,1,2011
2012-01-25,MIA,1,.556,11.8,17.1,.310,1,2011
2012-01-25,GSW,1,.589,12.4,13.9,.101,1,2011
2012-01-25,POR,0,.458,13.2,32.4,.205,1,2011
2012-01-25,HOU,0,.452,11.3,32.7,.161,1,2011
2012-01-25,MIL,1,.505,10.0,21.7,.143,1,2011
2012-01-25,LAL,1,.545,16.7,28.6,.364,1,2011
2012-01-25,LAC,0,.471,12.2,39.5,.103,1,2011
2012-01-25,OKC,1,.570,21.1,17.2,.438,1,2011
2012-01-25,NOH,0,.473,16.8,23.5,.267,1,2011
2012-01-25,PHI,0,.475,13.0,17.5,.190,1,2011
2012-01-25,NJN,1,.524,17.7,28.6,.134,1,2011
2012-01-25,SAC,0,.494,17.0,27.9,.205,1,2011
2012-01-25,DEN,1,.560,12.1,42.5,.220,1,2011
2012-01-25,SAS,1,.579,18.4,24.3,.122,1,2011
2012-01-25,ATL,0,.475,16.8,14.6,.088,1,2011
2012-01-25,UTA,0,.456,15.2,21.4,.267,1,2011
2012-01-25,TOR,1,.500,13.3,18.8,.156,1,2011
2012-01-25,WAS,1,.488,20.3,37.5,.133,1,2011
2012-01-25,CHA,0,.365,19.8,26.5,.231,1,2011
2012-01-26,LAC,1,.549,17.7,20.0,.264,1,2011
2012-01-26,MEM,0,.393,14.8,31.8,.298,1,2011
2012-01-26,ORL,0,.411,12.3,36.4,.228,1,2011
2012-01-26,BOS,1,.534,17.3,23.1,.178,1,2011
2012-01-27,BOS,1,.494,15.2,22.0,.145,1,2011
2012-01-27,IND,0,.356,13.8,21.7,.375,1,2011
2012-01-27,CHI,1,.483,8.7,40.8,.222,1,2011
2012-01-27,MIL,0,.462,13.2,31.8,.163,1,2011
2012-01-27,CLE,0,.506,14.9,38.5,.173,1,2011
2012-01-27,NJN,1,.525,13.7,26.8,.203,1,2011
2012-01-27,DAL,1,.616,10.7,38.2,.183,1,2011
2012-01-27,UTA,0,.494,8.8,27.9,.214,1,2011
2012-01-27,DEN,1,.514,13.4,20.0,.343,1,2011
2012-01-27,TOR,0,.433,15.4,22.4,.122,1,2011
2012-01-27,DET,0,.446,9.7,23.1,.194,1,2011
2012-01-27,ATL,1,.549,17.0,22.0,.207,1,2011
2012-01-27,GSW,0,.540,17.3,22.7,.172,1,2011
2012-01-27,OKC,1,.500,17.4,44.2,.364,1,2011
2012-01-27,HOU,1,.450,14.1,40.4,.244,1,2011
2012-01-27,WAS,0,.369,20.2,30.8,.125,1,2011
2012-01-27,MIA,1,.475,9.9,16.7,.288,1,2011
2012-01-27,NYK,0,.464,17.4,20.9,.131,1,2011
2012-01-27,MIN,1,.451,10.0,23.8,.159,1,2011
2012-01-27,SAS,0,.460,13.1,5.3,.133,1,2011
2012-01-27,NOH,1,.537,12.9,27.3,.074,1,2011
2012-01-27,ORL,0,.443,24.7,11.4,.213,1,2011
